Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,grafica,Gráfica analisis,,,
POR CODIFICAR,TOLVA DE HARINA # 4 500 KG REIMELT  PLANTA 5,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TOLVA DE HARINA # 4 500 KG REIMELT  PLANTA 5,REIMELT,NA,NA,capacidad 500kg,MANEJO DE MATERIALES,TOLVA,Capturado,Registro equipo,,,
POR CODIFICAR,TOLVA DE HARINA # 5 500 KG REIMELT  PLANTA 5,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TOLVA DE HARINA # 5 500 KG REIMELT  PLANTA 5,REIMELT,NA,NA,capacidad 500kg,MANEJO DE MATERIALES,TOLVA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA CARGA DE MANTECA A MEZCLADORAS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA CARGA DE MANTECA A MEZCLADORAS,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE AGUA CALIENTE,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE AGUA CALIENTE,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE AIRE DE FLUIDIZADO,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE AIRE DE FLUIDIZADO,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE AIRE DESHUMIDIFICADOR A LOS SILOS EXTERIORES,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE AIRE DESHUMIDIFICADOR A LOS SILOS EXTERIORES,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE LLENADO DE HARINA A SILOS EXTERIORES,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE LLENADO DE HARINA A SILOS EXTERIORES,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE LLENADO DE HARINA A TOLVAS PLANTA 5,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE LLENADO DE HARINA A TOLVAS PLANTA 5,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE LLENADO DE HARINA A TOLVAS PLANTA 6,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE LLENADO DE HARINA A TOLVAS PLANTA 6,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE LLENADO DE HARINA SILOS INTERNOS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE LLENADO DE HARINA SILOS INTERNOS,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE RETORNO DE HARINA A SILOS EXTERIORES,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE RETORNO DE HARINA A SILOS EXTERIORES,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE RETORNO DE HARINA A SILOS INTERNOS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE RETORNO DE HARINA A SILOS INTERNOS,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA DE VAPOR,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA DE VAPOR,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,TUBERIA LLENADO DE MANTECA A TANQUES # 6  Y  # 7,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TUBERIA LLENADO DE MANTECA A TANQUES # 6  Y  # 7,GENERICA,NA,NA,,MANEJO DE MATERIALES,TUBERIA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA DIVERTORA # DV 1501 REIMELT ZWV 56-85-110 PS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA DIVERTORA # DV 1501 REIMELT ZWV 56-85-110 PS,REIMELT,NA,1-847-272,,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA DIVERTORA # DV 1502 REIMELT ZWV 56-85-110 PS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA DIVERTORA # DV 1502 REIMELT ZWV 56-85-110 PS,REIMELT,NA,1-847-272,,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA DIVERTORA # DV 1503 REIMELT ZWV 56-85-110 PS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA DIVERTORA # DV 1503 REIMELT ZWV 56-85-110 PS,REIMELT,NA,1-847-272,,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA DIVERTORA # DV 1504 REIMELT ZWV 56-85-110 PS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA DIVERTORA # DV 1504 REIMELT ZWV 56-85-110 PS,REIMELT,NA,1-847-272,,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA DIVERTORA # DV 1505 LLENADO DE SILOS PLANTA 6  O BARRIDOS REIMELT ZWV 56-85-110 PS,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA DIVERTORA # DV 1505 LLENADO DE SILOS PLANTA 6  O BARRIDOS REIMELT ZWV 56-85-110 PS,REIMELT,NA,1-847-272,,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA DIVERTORA LLENADO DE SILOS INTERNOS # 1  Y   # 2,SERVICIOS GENERALES,SG,PROCESO DE BAJA,INACTIVO,,1540,MANEJO DE MATERIALES,Baja,VALVULA DIVERTORA LLENADO DE SILOS INTERNOS # 1  Y   # 2,GENERICA,NA,NA,,MANEJO DE MATERIALES,VALVULA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,VALVULA ROTATORIA  DE SILO INTERNO # 1,SERVICIOS GENERALES,SG,PROCESO DE BAJA,INACTIVO,,1540,MANEJO DE MATERIALES,Baja,VALVULA ROTATORIA  DE SILO INTERNO # 1,GENERICA,NA,NA,,MANEJO DE MATERIALES,VALVULA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,VALVULA ROTATORIA  DE SILO INTERNO # 2,SERVICIOS GENERALES,SG,PROCESO DE BAJA,INACTIVO,,1540,MANEJO DE MATERIALES,Baja,VALVULA ROTATORIA  DE SILO INTERNO # 2,GENERICA,NA,NA,,MANEJO DE MATERIALES,VALVULA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,VALVULA ROTATORIA # RV 1101 REIMELT,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA ROTATORIA # RV 1101 REIMELT,REIMELT,132,1-845-557,220v,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA ROTATORIA # RV 1102 REIMELT,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA ROTATORIA # RV 1102 REIMELT,REIMELT,132,1-845-557,220v,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA ROTATORIA # RV 1103 REIMELT,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA ROTATORIA # RV 1103 REIMELT,REIMELT,132,1-845-557,220v,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR,VALVULA ROTATORIA # RV 1104 REIMELT,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,VALVULA ROTATORIA # RV 1104 REIMELT,REIMELT,132,1-845-557,220v,MANEJO DE MATERIALES,VALVULA,Capturado,Registro equipo,,,
POR CODIFICAR ,TABLERO # CE-01 UNIDAD REMOTA DEL PLC CONTROL 127 VOLTS REIMELT,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TABLERO # CE-01 UNIDAD REMOTA DEL PLC CONTROL 127 VOLTS REIMELT,REIMELT,NA,NA,,MANEJO DE MATERIALES,TABLERO,Capturado,Registro equipo,,,
POR CODIFICAR ,TABLERO # MCC 100 ALLEN BRADLEY 690783/1,SERVICIOS GENERALES,SG,EQUIPO EN LINEA,ACTIVO,,1540,MANEJO DE MATERIALES,Alta,TABLERO # MCC 100 ALLEN BRADLEY 690783/1,ALLEN BRADLEY,NA,NA,800 AMPERES FUERZA 220 V CONTROL 127 V ,MANEJO DE MATERIALES,TABLERO,Capturado,Registro equipo,,,
BIM-068060,MOTOBOMBA DE RED AGUA CALIENTE # 3 (SERVICIOS) 533 LPM AURORA 2X2 1/2X9 41120-2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,SERVICIOS GENERALES P 117,BIM-068060,MOTOBOMBA DE RED AGUA CALIENTE # 3 (SERVICIOS) 533 LPM AURORA 2X2 1/2X9 41120-2,AURORA PUMPS,NA,NA,NA,,MOTOBOMBA,Capturado,Equipo c/Código BIM validados físicamente pendiente de actualizar listado ON,,,
BIM-158842,MINI HIDROTAMIZ PREDIO 117,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,BIM-158842,MINI HIDROTAMIZ PREDIO 117,GENERICA,NA,NA,NA,,HIDROTAMIZ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-176984,RACK # 1 PANELES SOLARES 88 PANELES,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,BIM-176984,CALENTADORES SOLARES,GENERICA,NA,NA,NA,,RACK,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-179301,"TANQUE ACEITE DE ALGODON # 1 10,000 LTS",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,BIM-179301,TANQUE #1 PARA ACEITE DE ALGODON TECHO PREDIO 117,GENERICA,NA,NA,NA,,TANQUE,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-179302,"TANQUE ACEITE DE ALGODON # 2 10,000 LTS",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,BIM-179302,TANQUE #2 PARA ACEITE DE ALGODON AZOTEA P117,GENERICA,NA,NA,NA,,TANQUE,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-183916,COMPRESOR DE REFRIGERACION # 1 66 TONELADAS MYCOM F6WBHE 637029,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,BIM-183916,COMPRESOR DE REFRIGERACION MYCOM #1 PLATAFORMA PL3,MYCOM,NA,NA,NA,es el 1,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-183917,COMPRESOR DE REFRIGERACION # 2 66 TONELADAS MYCOM F6WBHE 637050,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,BIM-183917,COMPRESOR DE REFRIGERACION MYCOM #2 PLATAFORMA PL3,MYCOM,NA,NA,NA,es el 2,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-183918,COMPRESOR DE REFRIGERACION # 3 66 TONELADAS MYCOM F6WBHE 637049,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,BIM-183918,COMPRESOR DE REFRIGERACION MYCOM #3 PLATAFORMA PL3,MYCOM,NA,NA,NA,es el 3,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-187517,COMPRESOR DE AIRE # 2 477 CFM INGERSOLL RAND SSR-XF100 CK6805U05237,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 2 P 117,BIM-187517,COMPRESOR DE AIRE SSR XF-100 TIPO TORNILLO 460V #2 CTO MAQ PL3,INGERSOLL RAND,SSR-XF100,CK6805UO5237,NA,,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-188008,COMPRESOR DE AIRE # 1 477 CFM INGERSOLL RAND SSR-XF100 CK9325U10314,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 2 P 117,BIM-188008,COMPRESOR DE AIRE SSR XF-100 TIPO TORNILLO #1 CTO MAQ PL3,INGERSOLL RAND,NA,NA,NA,,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-188009,COMPRESOR DE AIRE # 3 477 CFM INGERSOLL RAND SSR-XF100 CK9326U10314,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 2 P 117,BIM-188009,COMPRESOR DE AIRE SSR XF-100 TIPO TORNILLO #3 CTO MAQ PL3,INGERSOLL RAND,NA,NA,NA,,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-202114,"RACK # 2 PANELES SOLARES 32 PANELES KIOTO CLEAR ENERGY FP 1.20.0 HE SC (MX) 1107110001, VER NOTA",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,BIM-202114,SISTEMA SOLAR DE CALENTAMIENTO DE AGUA,CLEAR ENERGY,NA,NA,NA,,PANELES,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-202115,TANQUE AGUA CALIENTE# 2 PANELES SOLARES 5000 LTS MASS,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,BIM-202115,TANQUE HORIZONTAL PARA P118 # SERIE 11-5118,GENERICA,NA,NA,NA,,TANQUE,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-227720,COMPRESOR DE AIRE # 4 478 CFM INGERSOLL RAND R75I-TAS-A103 VK1282U12137,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 6 P 118,BIM-227720,COMPRESOR DE AIRE No. 4,INGERSOLL RAND,NA,NA,NA,,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-227721,COMPRESOR DE AIRE # 5 478 CFM INGERSOLL RAND R75I-TAS-A103 VK1281U12136,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 6 P 118,BIM-227721,COMPRESOR DE AIRE No. 5,INGERSOLL RAND,NA,NA,NA,,COMPRESOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-227722,INTERCAMBIADOR DE CALOR DE PLACAS 62 PLACAS 10.2 AT  AT 120 C ALFA LAVAL M10 - MBASE PO  0558A - 09,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,BIM-227722,INTERCAMBIADOR DE CALOR DE PLACA MARCA ALFA CUARTO DE MAQUINAS PL R,ALFA LAVAL,NA,NA,NA,,INTERCAMBIADORES,Capturado,Equipo c/Código BIM (validados físicamente),,,
POR CODIFICAR,COMPRESOR DE AIRE KAESER SX5 5 HP KAESER SX5,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CTO DE B P 117,Alta,COMPRESOR DE AIRE KAESER SX5 5 HP KAESER SX5,KAESER,sx5,1410,220v,,COMPRESOR,Capturado,Registro equipo,,,
POR CODIFICAR,COMPRESOR DE AIRE PARA TRANSPORTES DEVILBISS TAO.5050 (44643801) 890840,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,PROCESO ,0252,CTO DE B P 117,Baja,COMPRESOR DE AIRE PARA TRANSPORTES DEVILBISS TAO.5050 (44643801) 890840,GENERICA,NA,NA,NA,,COMPRESOR,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,CUARTO DE BOMBAS (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CTO DE B P 117,Alta,CUARTO DE BOMBAS (P.117),GENERICA,NA,NA,NA,es el area,TALLERES,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA ELECTRICA CHICA (RED VS. INCENDIOS) PICSA AURORA AV - 4 REF.53661 O.T.44555,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CTO DE B P 117,Alta,MOTOBOMBA ELECTRICA CHICA (RED VS. INCENDIOS) PICSA AURORA AV - 4 REF.53661 O.T.44555,PICSA AURORA,av-4,NA,NA,,REDES CONTRA INCENDIOS,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA ELECTRICA GRANDE (RED VS. INCENDIOS) 284LPM/90MTS. PICSA AURORA 1 1/2 X 2 X 9 TIPO 341 REF. 53659 SECC.340,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CTO DE B P 117,Alta,MOTOBOMBA ELECTRICA GRANDE (RED VS. INCENDIOS) 284LPM/90MTS. PICSA AURORA 1 1/2 X 2 X 9 TIPO 341 REF. 53659 SECC.340,PICSA,1-1/2x2x9,NA,NA,,REDES CONTRA INCENDIOS,Capturado,Registro equipo,,,
POR CODIFICAR,LAVAOJOS PORTATIL EN C.M.1 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 1 P 117,Alta,LAVAOJOS PORTATIL EN C.M.1 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,EYE WASH,NA,NA,NA,,LAVAOJOS,Capturado,Registro equipo,,,
POR CODIFICAR,COMPRESOR DE AIRE KAESER CSD 100,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 2 P 117,Alta,COMPRESOR DE AIRE KAESER CSD 100,KAESER,CSD100,NA,NA,,COMPRESOR,Capturado,Registro equipo,,,
POR CODIFICAR,CUARTO DE MAQUINAS # 2 (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 2 P 117,Alta,CUARTO DE MAQUINAS # 2 (P.117),GENERICA,NA,NA,NA,es el area,TALLERES,Capturado,Registro equipo,,,
POR CODIFICAR,LAVAOJOS PORTATIL EN C.M.2 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 2 P 117,Alta,LAVAOJOS PORTATIL EN C.M.2 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,EYE WASH,NA,NA,NA,,LAVAOJOS,Capturado,Registro equipo,,,
POR CODIFICAR,CUARTO DE MAQUINAS # 3 (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,CUARTO DE MAQUINAS # 3 (P.117),GENERICA,NA,NA,NA,es el area ,TALLERES,Capturado,Registro equipo,,,
POR CODIFICAR,LAVAOJOS PORTATIL EN C.M.3 (TALLER) (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,LAVAOJOS PORTATIL EN C.M.3 (TALLER) (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,EYE WASH,NA,NA,NA,,LAVAOJOS,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 1 (RECIRCULACION EN MYCOM # 1) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 1 (RECIRCULACION EN MYCOM # 1) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SIEMENS,jm10,e08t2007gm 119,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 2 (RECIRCULACION EN MYCOM # 2) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 2 (RECIRCULACION EN MYCOM # 2) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SIEMENS,jm10,NA,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 3 (RECIRCULACION EN MYCOM # 3) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 3 (RECIRCULACION EN MYCOM # 3) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SIEMENS,jm10,h08t2006gm 52,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 4 (RECIRC. GLICOL EN INTERCAMBIADOR) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 4 (RECIRC. GLICOL EN INTERCAMBIADOR) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SIEMENS,jm10,h08t2006gm 35,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 5 (RECIRC. AGUA EN INTERCAMBIADOR) 833LPM/37MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73470 SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 5 (RECIRC. AGUA EN INTERCAMBIADOR) 833LPM/37MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73470 SECC. 340  TIPO 341,SIEMENS,jm10,f12t3652gme 47,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 6 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 6 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SIEMENS,jm10,h08t2008gm 10,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 7 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 7 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SIEMENS,jm10,h08102008gm 3,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 8 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 8 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SIEMENS,jm10,g08t2008gm 22,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA # 9 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA # 9 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SIEMENS,jm10,h08t2008gm 9,NA,,BOMBA,Capturado,Registro equipo,,,
