Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,Grafica análisis,grafica,,ABASTEX
BIM-067985,TABLERO MANEJO DE HARINA PL 6 FUERZA 220 V CONTROL 110 V,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,,BIM-067985,TABLERO ELECTRICO B6FC501 00-0214  PL=6,,,,,,TABLEROS ELECTRICOS,Eqpos Código BIM (validados físicamente),Capturado,,
POR CODIFICAR,TABLERO MEZCLADORA # 3  400 AMPERES FUERZA 440 V CONTROL 127 V,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1850,Registro equipo,Alta,TABLERO MEZCLADORA # 3  400 AMPERES FUERZA 440 V CONTROL 127 V,bundy,hs13hd1-efd,91030,440v,,TABLEROS ELECTRICOS,Registro equipo,Capturado,,
POR CODIFICAR,TABLERO MEZCLADORA # 4  400 AMPERES FUERZA 440 V CONTROL 127 V,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1850,Registro equipo,Alta,TABLERO MEZCLADORA # 4  400 AMPERES FUERZA 440 V CONTROL 127 V,bundy,hs16-efd,91006,440v,,TABLEROS ELECTRICOS,Registro equipo,Capturado,,
POR CODIFICAR,TABLERO MEZCLADORA # 5  400 AMPERES FUERZA 440 V CONTROL 127 V,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1850,Registro equipo,Alta,TABLERO MEZCLADORA # 5  400 AMPERES FUERZA 440 V CONTROL 127 V,maquindal,,,440v,,TABLEROS ELECTRICOS,Registro equipo,Capturado,,
POR CODIFICAR,TABLERO RESISTENCIAS PRENSA # 4 Y # 5 450 AMPERES FUERZA 220 V CONTROL 127 MAQUINDAL,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1850,Registro equipo,Alta,TABLERO RESISTENCIAS PRENSA # 4 Y # 5 450 AMPERES FUERZA 220 V CONTROL 127 MAQUINDAL,maquindal,,,220v,,TABLEROS ELECTRICOS,Registro equipo,Capturado,,
POR CODIFICAR,TABLERO RESISTENCIAS PRENSA # 6 Y # 7 450 AMPERES FUERZA 220 V  CONTROL 127 V MAQUINDAL,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1850,Registro equipo,Alta,TABLERO RESISTENCIAS PRENSA # 6 Y # 7 450 AMPERES FUERZA 220 V  CONTROL 127 V MAQUINDAL,maquindal,,,220v,,TABLEROS ELECTRICOS,Registro equipo,Capturado,,
POR CODIFICAR,TABLERO UNIDAD REMOTA DE PLC (A UN LADO DE M3)   CONTROL 127 VOLTS MAQUINDAL,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,Registro equipo,Alta,TABLERO UNIDAD REMOTA DE PLC (A UN LADO DE M3)   CONTROL 127 VOLTS MAQUINDAL,maquindal,,,120v,,TABLEROS ELECTRICOS,Registro equipo,Capturado,,
BIM-068195,TABLERO VP 200 AMPERES FUERZA 440 V CONTROL 127 V MAQUINDAL GE 92/603,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,Eqpo c/Código BIM validados físicamente sin identificar origen,BIM-068195,TABLERO VP 200 AMPERES FUERZA 440 V CONTROL 127 V MAQUINDAL GE 92/603,maquindal,g/f,92-603,220v,,TABLEROS ELECTRICOS,Eqpo c/Código BIM validados físicamente sin identificar origen,Capturado,,
POR CODIFICAR,TANQUE DE ALTA FRUCTUOSA 9 TONELADAS,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,Registro equipo,Alta,TANQUE DE ALTA FRUCTUOSA 9 TONELADAS,generico,,,,,TANQUES,Registro equipo,Capturado,,
BIM-068212,TANQUE DE DIA DE MANTECA 6 TONELADAS,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,,BIM-068212,TANQUE PREPARADOR MANTECA MANTECA T-4 CAP 6 TNS PL=5,,,,,,TANQUES,Eqpos Código BIM (validados físicamente),Capturado,,
BIM-068209,TANQUE MANTECA # 6 30 TONELADAS,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,,BIM-068209,TANQUE ALMACENAMINETO MANTECA T-4 No 1 CAP 30 TNS PL=5,,,,,,TANQUES,Eqpos Código BIM (validados físicamente),Capturado,,
BIM-068210,TANQUE MANTECA # 7 30 TONELADAS,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,,BIM-068210,TANQUE ALMACENAMINETO MANTECA T-4 No 2 CAP 30 TNS PL=5,,,,,,TANQUES,Eqpos Código BIM (validados físicamente),Capturado,,
,TOLVA DE HARINA # 1 200 KG MEZC. PASTAS  PLANTA  6,Planta 5,PL-5,proceso de baja,inactivo,Empaque,1540,Eqpo. c/Código BIM Bajas,Baja,TOLVA DE HARINA # 1 200 KG MEZC. PASTAS  PLANTA  6,,,,,,TOLVAS PESADORAS,Eqpo. c/Código BIM Bajas,Capturado,,
,TOLVA DE HARINA # 2 350 KG MEZC. MASAS  PLANTA 6,Planta 5,PL-5,proceso de baja,inactivo,Empaque,1540,Eqpo. c/Código BIM Bajas,Baja,TOLVA DE HARINA # 2 350 KG MEZC. MASAS  PLANTA 6,,,,,,TOLVAS PESADORAS,Eqpo. c/Código BIM Bajas,Capturado,,
POR CODIFICAR,TOLVA DE HARINA # 3 500 KG REIMELT  PLANTA 5,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,Registro equipo,Alta,TOLVA DE HARINA # 3 500 KG REIMELT  PLANTA 5,reimelt,,,capacidad 500kg,,TOLVAS PESADORAS,Registro equipo,Capturado,,
POR CODIFICAR,TOLVA DE HARINA # 4 500 KG REIMELT  PLANTA 5,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,Registro equipo,Alta,TOLVA DE HARINA # 4 500 KG REIMELT  PLANTA 5,reimelt,,,capacidad 500kg,,TOLVAS PESADORAS,Registro equipo,Capturado,,
POR CODIFICAR,TOLVA DE HARINA # 5 500 KG REIMELT  PLANTA 5,Planta 5,PL-5,equipo en linea,ACTIVO,Proceso,1540,Registro equipo,Alta,TOLVA DE HARINA # 5 500 KG REIMELT  PLANTA 5,reimelt,,,capacidad 500kg,,TOLVAS PESADORAS,Registro equipo,Capturado,,
BIM-173526,"TRANSPORTADOR # TH1501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL 10-B-3050-004 E08-0526",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,,BIM-173526,TRANSFERENCIA TIPO CLEA TRAC 11 LINEA 3,,,,,,TRANSPORTADORES,Eqpos Código BIM (validados físicamente),Capturado,,
BIM-169558,"TRANSPORTADOR # TH1601 BANDA INTRALOX FLAT TOP SERIE 1100 36"" SIES B-2014-017 E08-0256  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,,BIM-169558,TRANSPORTDAOR ELEVADO L1,,,,,,TRANSPORTADORES,Eqpos Código BIM (validados físicamente),Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH1602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-026 01-0169",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH1602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-026 01-0169",maquindal,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
BIM-067989,"TRANSPORTADOR # TH1603 BANDA PLASTICA AZUL  UNICHAIN DE 36""",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,,BIM-067989,TRANS REC INCLITP-TH 7603BDA MAT-TOP  TORRE B LINA  4 5 Y 6S-01- PL=5,,,,,,TRANSPORTADORES,Eqpos Código BIM (validados físicamente),Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH2501 BANDA METALICA CLEA TRAC DE 34"" SIES B-3050-006--03 E08-0664",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH2501 BANDA METALICA CLEA TRAC DE 34"" SIES B-3050-006--03 E08-0664",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH2601 BANDA INTRALOX FLAT TOP SERIE 1100 36"" SIES B-2014-021 E08-0678  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH2601 BANDA INTRALOX FLAT TOP SERIE 1100 36"" SIES B-2014-021 E08-0678  (SUBIDA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH2602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-029 01-0173",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH2602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-029 01-0173",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH2603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-002 01-0174",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH2603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-002 01-0174",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH3501 BANDA METALICA CLEA TRAC 34"" MAQUINDAL 10-B-3050-006 E08-0663",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH3501 BANDA METALICA CLEA TRAC 34"" MAQUINDAL 10-B-3050-006 E08-0663",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH3601 BANDA PLASTICA REX 36"" HERRERA VAC-UP 0109047  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH3601 BANDA PLASTICA REX 36"" HERRERA VAC-UP 0109047  (SUBIDA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR # TH3602 BANDA INTRALOX BLANCA MAQUINDAL 10-B-2015-029 01-0176,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR # TH3602 BANDA INTRALOX BLANCA MAQUINDAL 10-B-2015-029 01-0176,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH3603 BANDA INTRALOX FLAT TOP SERIE 1100 36"" HERRERA VAC-DOWN 0109050  (BAJADA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH3603 BANDA INTRALOX FLAT TOP SERIE 1100 36"" HERRERA VAC-DOWN 0109050  (BAJADA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH3604 BANDA PLASTICA AZUL  UNICHAIN DE 36""",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH3604 BANDA PLASTICA AZUL  UNICHAIN DE 36""",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH4501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL B-3050-006-003 E08-0664",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH4501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL B-3050-006-003 E08-0664",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH4601 BANDA PLASTICA INTRALOX 36"" HERRERA VAC-UP 0109048  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH4601 BANDA PLASTICA INTRALOX 36"" HERRERA VAC-UP 0109048  (SUBIDA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR # TH4602 BANDA INTRALOX MAQUINDAL 10-B-2015-022 01-0179,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR # TH4602 BANDA INTRALOX MAQUINDAL 10-B-2015-022 01-0179,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH4603 BANDA INTRALOX FLAT TOP SERIE 1100 36"" HERRERA VAC-DOWN 0109049  (BAJADA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH4603 BANDA INTRALOX FLAT TOP SERIE 1100 36"" HERRERA VAC-DOWN 0109049  (BAJADA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH4604 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-004 01-0180",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH4604 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-004 01-0180",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH5501 BANDA METALICA CLEA TRAC DE34"" MAQUINDAL B-3050-008-02 E08-0663",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH5501 BANDA METALICA CLEA TRAC DE34"" MAQUINDAL B-3050-008-02 E08-0663",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH5601 BANDA INTRALOX  FLAT TOP SERIE 1100 36"" SIES B-2014-021 E08-0662  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH5601 BANDA INTRALOX  FLAT TOP SERIE 1100 36"" SIES B-2014-021 E08-0662  (SUBIDA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR # TH5602 BANDA BLANCA INTRALOX MAQUINDAL 10-B-2015-032 01-0183,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR # TH5602 BANDA BLANCA INTRALOX MAQUINDAL 10-B-2015-032 01-0183,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH5603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH5603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH6501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL B-3050--006-05 E08-0665",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH6501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL B-3050--006-05 E08-0665",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH6601 BANDA INTRALOX  FLAT TOP SERIE 1100 36"" MAQUINDAL 10-D-2014-001 01-0217  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH6601 BANDA INTRALOX  FLAT TOP SERIE 1100 36"" MAQUINDAL 10-D-2014-001 01-0217  (SUBIDA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH6602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-011 01-0187",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH6602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-011 01-0187",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH6603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-006 01-0188",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH6603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-006 01-0188",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH7501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL 10-B-3050-005 EO8-0",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH7501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL 10-B-3050-005 EO8-0",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH7601 BANDA INTRALOX  FLAT TOP SERIE 1100 36"" SIES B-2014-018 E08-0291  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH7601 BANDA INTRALOX  FLAT TOP SERIE 1100 36"" SIES B-2014-018 E08-0291  (SUBIDA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH7602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH7602 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH7603 BANDA INTRALOX FLAT TOP AZUL SERIE 1100 36"" MAQUINDAL VAC-DOWN (BAJADA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH7603 BANDA INTRALOX FLAT TOP AZUL SERIE 1100 36"" MAQUINDAL VAC-DOWN (BAJADA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH7604 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-005 01-0191",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH7604 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-005 01-0191",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH9501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL B-3050-006-05 E08-0665",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH9501 BANDA METALICA CLEA TRAC DE 34"" MAQUINDAL B-3050-006-05 E08-0665",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH9601 BANDA PLASTICA REX BLANCA 0E 36"" SIES B-3014-015 06-0317  (SUBIDA)",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH9601 BANDA PLASTICA REX BLANCA 0E 36"" SIES B-3014-015 06-0317  (SUBIDA)",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR # TH9602 BANDA INTRALOX  BLANCA MAQUINDAL,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR # TH9602 BANDA INTRALOX  BLANCA MAQUINDAL,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR # TH9603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-009 01-0201",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR # TH9603 BANDA PLASTICA AZUL  UNICHAIN DE 36"" MAQUINDAL 10-B-2015-009 01-0201",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR ACUMULADOR (SALIDA DE APILADOR # 5) LAWRENCE   440 VCA OPA5410-04 PA134,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR ACUMULADOR (SALIDA DE APILADOR # 5) LAWRENCE   440 VCA OPA5410-04 PA134,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 01 MAQUINDAL,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 01 MAQUINDAL,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,"TRANSPORTADOR DE LEVANTADO # 02 BANDA SIN FIN AZUL 42"" DE ANCHO MAQUINDAL",Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,"TRANSPORTADOR DE LEVANTADO # 02 BANDA SIN FIN AZUL 42"" DE ANCHO MAQUINDAL",generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 03 MAQUINDAL,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 03 MAQUINDAL,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 04 MAQUINDAL 10-B-3517-006 12-2027,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 04 MAQUINDAL 10-B-3517-006 12-2027,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 05 MAQUINDAL 10-B-3517-003 12-2032,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 05 MAQUINDAL 10-B-3517-003 12-2032,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 06 MAQUINDAL 10-B-3517-005 12-2026,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 06 MAQUINDAL 10-B-3517-005 12-2026,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 07 MAQUINDAL 10-B-3517-008 12-2031,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 07 MAQUINDAL 10-B-3517-008 12-2031,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 08 MAQUINDAL 10-B-3517-004 12-2025,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 08 MAQUINDAL 10-B-3517-004 12-2025,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 09 MAQUINDAL 10-B-3517-003 12-2030,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 09 MAQUINDAL 10-B-3517-003 12-2030,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 10 MAQUINDAL 10-B-3517-003 12-2024,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 10 MAQUINDAL 10-B-3517-003 12-2024,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE LEVANTADO # 11 MAQUINDAL 10-B-3517-008 12-2029,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1860,Registro equipo,Alta,TRANSPORTADOR DE LEVANTADO # 11 MAQUINDAL 10-B-3517-008 12-2029,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE MASA # 1:1 BANDA SANITARIA MAQUINDAL,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1850,Registro equipo,Alta,TRANSPORTADOR DE MASA # 1:1 BANDA SANITARIA MAQUINDAL,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE MASA # 1:2 BANDA SANITARIA MAQUINDAL TM2-04 92-086,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1850,Registro equipo,Alta,TRANSPORTADOR DE MASA # 1:2 BANDA SANITARIA MAQUINDAL TM2-04 92-086,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE MASA # 1:3 BANDA SANITARIA MAQUINDAL TM2-03 92-085,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1850,Registro equipo,Alta,TRANSPORTADOR DE MASA # 1:3 BANDA SANITARIA MAQUINDAL TM2-03 92-085,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE MASA # 1:4 BANDA SANITARIA MAQUINDAL TM1-03 92-079,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1850,Registro equipo,Alta,TRANSPORTADOR DE MASA # 1:4 BANDA SANITARIA MAQUINDAL TM1-03 92-079,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE MASA # 1:5 BANDA SANITARIA MAQUINDAL TM1-04 92-080,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1850,Registro equipo,Alta,TRANSPORTADOR DE MASA # 1:5 BANDA SANITARIA MAQUINDAL TM1-04 92-080,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE MASA # 1:6 BANDA SANITARIA MAQUINDAL TM1-05 92-081,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1850,Registro equipo,Alta,TRANSPORTADOR DE MASA # 1:6 BANDA SANITARIA MAQUINDAL TM1-05 92-081,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
POR CODIFICAR,TRANSPORTADOR DE MASA # 1:7 BANDA SANITARIA MAQUINDAL TMI-06 92-082,Planta 5,PL-5,equipo en linea,ACTIVO,Empaque,1850,Registro equipo,Alta,TRANSPORTADOR DE MASA # 1:7 BANDA SANITARIA MAQUINDAL TMI-06 92-082,generico,,,,,TRANSPORTADORES,Registro equipo,Capturado,,
